sub_section	preamble	question	unit	details	field_type	choices	item_pref_label	visibility	item_order	include	mandatory	activity_pref_label	activity_order	Change_log
Re-referencing		Was other non-EEG (and non-EOG) data re-referenced offline (after recording)?		This does not include re-referencing within automated pipelines, if you had applied any.	radio	preset:boolean	offline_reference_non-EEG	1	66	1	1	Preprocessing	5	27.11.2023 Angela rephrased question and options
Re-referencing		What was the new reference for other non-EEG (and non-EOG) data?			radio	the same reference as EEG electrodes | other | no non-EEG non-EOG electrodes were used	new_reference_non-EEG	offline_reference_non-EEG == 1	67	1	1	Preprocessing	5	27.11.2023 Angela rephrased question and options
Re-referencing		Which other reference was non-EEG (and non-EOG) data re-referenced to?			text		new_reference_non-EEG_other	new_reference_non-EEG == 1	68	1	1	Preprocessing	5	27.11.2023 Angela rephrased question and options
Artifacts		How many artifact elimination steps were there? You will describe each step in a separate tab right below.		This section refers to artifact removal (correction, rejection) methods other than elimating participants from the sample, which should be described in the Experimental design and sample section. This section should not include artifact removal within automated pipelines already described above.	integer		artifact_steps_number	1	69	1	1	Preprocessing	5
Artifacts		What action was taken regarding artifacts in step 1?			radio	reject bad trial or bad data segment on all channels | correct by subtraction (blinks, EKG etc.) | reject channels | interpolate channels | multi-step automated approach (e.g., FASTER)	artifact_1	artifact_steps_number >= 1	70	1	1	Preprocessing	5
Artifacts		What software was used for artifact removal in step 1?			select	preset:meeg_analysis_softwares	artifact_1_software	artifact_steps_number >= 1 && same_software == 0	71	1	1	Preprocessing	5
Artifacts		Specify software version if applicable, script language if "custom script" was selected and software name and version if "other" was selected.			text		artifact_1_software_details	artifact_steps_number >= 1&& same_software == 0	72	1	1	Preprocessing	5
Artifacts		Was rejection applied to trials or segments of continuous data in step 1?			radio	trials | data segments	artifact_1_reject_what	artifact_steps_number >= 1 && artifact_1 == 0	73	1	1	Preprocessing	5
Artifacts		How were artifacts defined in step 1?			radio	visual inspection | pre-set numerical criterion/function | other	artifact_1_reject_method	artifact_steps_number >= 1 && artifact_1 == 0	74	1	1	Preprocessing	5
Artifacts		Which artifacts were removed using visual inspection in step 1?			select_multiple	blinks | saccades | other occular | cardiac | motion and other EMG noise | alpha waves | line noise | other	artifact_1_reject_visual	artifact_steps_number >= 1 && artifact_1_reject_method == 0	75	1	1	Preprocessing	5
Artifacts		Which other artifacts were removed visually?			text		artifact_1_reject_visual_other	artifact_1_reject_visual.includes(7)	76	1	1	Preprocessing	5
Artifacts		Describe the numerical criterion/function and provide numerical threshold(s) in step 1.			text		artifact_1_reject_numerical	artifact_steps_number >= 1 && artifact_1_reject_method == 1	77	1	1	Preprocessing	5
Artifacts		Describe method of artifact rejection that was used. Make sure that there is enough detail for a replication attempt.			text		artifact_1_reject_other	artifact_steps_number >= 1 && artifact_1_reject_method == 2	78	1	1	Preprocessing	5
Artifacts		Which general method of artifact correction was used in step 1?			select	regression-based approach (e.g., Gratton et al., 1983, Elbert et al., 1985) | spatial-filter-based approach (e.g., Dale, 1994) | ICA-based approaches | wavelet-based | wavelet-enhanced ICA (e.g., Khushaba et al, 2013) | multiple-source-analysis-based approaches (e.g., MSEC by Berg & Scherg, 1994) | other	artifact_1_correct_method	artifact_steps_number >= 1 && artifact_1 == 1	79	1	1	Preprocessing	5
Artifacts		Reference to the artifact correction algorithm used in step 1			text		artifact_1_correct_reference	artifact_steps_number >= 1 && artifact_1 == 1	80	1	1	Preprocessing	5
Artifacts		Describe artifact correction parameters in detail sufficient for replication.		For example, provide numerical parameters, options selected, or describe decision-making process as closely as possible if manual, visual-inspection based decisions were involved.	textarea		artifact_1_correct_details	artifact_steps_number >= 1 && artifact_1 == 1	81	1	1	Preprocessing	5
Artifacts		From which data were bad channels eliminated in step 1?			radio	from individual trials | from segments of continuous data | from the entire recording of a participant	artifact_1_remove_channel_where	artifact_steps_number >= 1 && artifact_1 == 2	82	1	1	Preprocessing	5
Artifacts		Were there any channels that were eliminated for all participants?			radio	preset:boolean	artifact_1_remove_channel_if_for_all	artifact_steps_number >= 1 && artifact_1 == 2 && artifact_1_remove_channel_where == 2	83	1	1	Preprocessing	5
Artifacts		List of channels eliminated in step 1 for all participants, separated by a semicolon and a space.			text		artifact_1_remove_channel_everyone_list	artifact_1_remove_channel_if_for_all == 1	84	1	1	Preprocessing	5
Artifacts		Percentage of channels eliminated per participant on average in step 1	%		float		artifact_1_remove_channel_percent	artifact_steps_number >= 1 && artifact_1 == 2 && artifact_1_remove_channel_where == 2	85	1	1	Preprocessing	5
Artifacts		What was the criterion for eliminating bad channels in step 1?			radio	visual inspection | pre-set numerical criterion/function | other	artifact_1_remove_channel_method	artifact_steps_number >= 1 && artifact_1 == 2	86	1	1	Preprocessing	5
Artifacts		Why were bad channels removed in step 1?			select_multiple	excessive line noise | excessive muscle activity | bad contact and other large fluctations in voltage | dead electrode | excessive EMG noise | cardiac activity | other	artifact_1_remove_channel_visual	artifact_steps_number >= 1 && artifact_1_remove_channel_method == 0	87	1	1	Preprocessing	5
Artifacts		Which reasons, other than listed, were there for eliminating bad channels visually in step 1?			text		artifact_1_remove_channel_visual_other	artifact_steps_number >= 1 && artifact_1_remove_channel_visual == 6	88	1	1	Preprocessing	5
Artifacts		Describe the numerical criterion/function for eliminating channels and provide numerical threshold(s) in step 1.			text		artifact_1_remove_channel_numerical	artifact_steps_number >= 1 && artifact_1_remove_channel_method == 1	89	1	1	Preprocessing	5
Artifacts		Describe method of channel rejection.		Make sure that there is enough detail for a replication attempt.	text		artifact_1_remove_channel_other	artifact_steps_number >= 1 && artifact_1_remove_channel_method == 2	90	1	1	Preprocessing	5
Artifacts		How did you select channels for interpolation in step 1?		Describe the numerical threshold or function used to define which channels should be interpolated.	textarea		artifact_1_interpolate_which	artifact_steps_number >= 1 && artifact_1 == 3	91	1	1	Preprocessing	5
Artifacts		Describe interpolation function and the settings you used in step 1.		Provide appropriate details and settings, as well as a reference, if appropriate.	textarea		artifact_1_interpolate_how	artifact_steps_number >= 1 && artifact_1 == 3	92	1	1	Preprocessing	5
Artifacts		Reference to the automated artifact removal algorithm used in step 1			text		artifact_1_automated_reference	artifact_steps_number >= 1 && artifact_1 == 4	93	1	1	Preprocessing	5
Artifacts		Describe automated artifact removal parameters in detail sufficient for replication.		For example, provide numerical parameters, options selected, or describe decision-making process as closely as possible if manual, visual-inspection based decisions were involved.	textarea		artifact_1_automated_parameters	artifact_steps_number >= 1 && artifact_1 == 4	94	1	1	Preprocessing	5
Epoching		Were data epoched outside of the automated pre-processing pipelines described earlier?			radio	preset:boolean	epoch_any	1	95	1	1	Preprocessing	5
Epoching		Which analysis software was used for epoching EEG data?			select	preset:meeg_analysis_softwares	epoch_software	same_software == 0 && epoch_any == 1	96	1	1	Preprocessing	5
Epoching		Specify software version if applicable, script language if "custom script" was selected, and software name and version if "other" was selected.			text		epoch_software_details	same_software == 0  && epoch_any == 1	97	1	1	Preprocessing	5
Epoching		What was the epoch beginning relative to a trigger point?	ms	For timings after the trigger, use positive numbers. For timings before the trigger, use negative numbers.	float		epoch_beginning	epoch_any == 1	98	1	1	Preprocessing	5
Epoching		What was the event type relative to which epochs were defined?			radio	stimulus onset | response | feedback onset | other	epoch_trigger_event	epoch_any == 1	99	1	1	Preprocessing	5
Epoching		If other, what is the event?			text		epoch_trigger_event_other	epoch_trigger_event == 3	100	1	1	Preprocessing	5
Epoching		What was the epoch end relative to a trigger point?	ms	For timings after the trigger, use positive numbers. For timings before the trigger, use negative numbers.	float		epoch_end	epoch_any == 1	101	1	1	Preprocessing	5
Baseline correction		Was baseline correction applied to the data (outside of the automated pre-processing pipelines described earlier)?			radio	preset:boolean	baseline_any	1	102	1	1	Preprocessing	5
Baseline correction		Which analysis software was used for baseline correction?			select	preset:meeg_analysis_softwares	baseline_software	same_software == 0 && baseline_any == 1	103	1	1	Preprocessing	5
Baseline correction		Specify software version if applicable, script language if "custom script" was selected, and software name and version if "other" was selected.			text		baseline_software_details	same_software == 0 && baseline_any == 1	104	1	1	Preprocessing	5
Baseline correction		What was the baseline period beginning relative to a trigger point?	ms	For timings after the trigger, use positive numbers. For timings before the trigger, use negative numbers.	float		baseline_beginning	baseline_any == 1	105	1	1	Preprocessing	5
Baseline correction		What was the baseline period end relative to a trigger point?	ms	For timings after the trigger, use positive numbers. For timings before the trigger, use negative numbers.	float		baseline_end	baseline_any == 1	106	1	1	Preprocessing	5
Baseline correction		Which baseline calculation method was used?			radio	subtract mean of the baseline period per condition | other	baseline_method	baseline_any == 1	107	1	1	Preprocessing	5
Baseline correction		Describe your baseline calculation method other than subtraction of the mean of the baseline.			textarea		baseline_other_method_details	baseline_method == 1	108	1	1	Preprocessing	5
Order of operations		Describe order of all pre-processing steps described here in a way that allows replication.			textarea		preprocessing_order	1	109	1	1	Preprocessing	5
