activity_pref_label				item	item_pref_label	include	item_order	mandatory	visibility	question	details	field_type	choices
processing	Workflow			workflow	workflow	1				Does the paper report the exact order in which preprocessing steps took place?	Indicate in detail the exact order in which preprocessing steps took place
processing	Detection/rejection/correction of artifacts	If trials/segments of data with artifacts have been removed, indicate the average number of remaining trials per condition across participants (include minimum and maximum number of trials across participants)		if_trials/segments_of_data_with_artifacts_have_been_removed,_indicate_the_average_number_of_remaining_trials_per_condition_across_participants_(include_minimum_and_maximum_number_of_trials_across_participants)	if_trials/segments_of_data_with_artifacts_have_been_removed,_indicate_the_average_number_of_remaining_trials_per_condition_across_participants_(include_minimum_and_maximum_number_of_trials_across_participants)	1				Does the paper report the average, minimum, and maximum number of remaining trials per condition across participants after trials/segments of data with artifacts were removed?)
processing	Detection/rejection/correction of artifacts	For resting state data, specify the length of time of the artifact-free data		for_resting_state_data,_specify_the_length_of_time_of_the_artifact-free_data	for_resting_state_data,_specify_the_length_of_time_of_the_artifact-free_data	1				(For resting-state data) Does the paper specify the length of time of the artifact-free data?
processing	Correction of artifacts using BSS/ICA	Indicate how many total components were generated		indicate_how_many_total_components_were_generated	indicate_how_many_total_components_were_generated	1				(For correction of artifacts using BSS/ICA) Does the paper specify how many total components were generated for BSS/ICA artifact correction?
processing	Correction of artifacts using BSS/ICA	Indicate what type of artifact was identified		indicate_what_type_of_artifact_was_identified	indicate_what_type_of_artifact_was_identified	1				(For correction of artifacts using BSS/ICA) Does the paper indicate what type of artifact was identified
processing	Correction of artifacts using BSS/ICA	Indicate how artifact was identified		indicate_how_artifact_was_identified	indicate_how_artifact_was_identified	1				(For correction of artifacts using BSS/ICA) Does the paper specify how an artifact was identified
processing	Correction of artifacts using BSS/ICA	Indicate how many components were removed (on average across participants)		indicate_how_many_components_were_removed_(on_average_across_participants)	indicate_how_many_components_were_removed_(on_average_across_participants)	1				(For correction of artifacts using BSS/ICA) Does the paper specify how many components were removed (on average across participants)?
processing	Correction of artifacts using BSS/ICA	Display example topographies of the ICs that were removed		display_example_topographies_of_the_ics_that_were_removed	display_example_topographies_of_the_ics_that_were_removed	1				(For correction of artifacts using BSS/ICA) Does the paper display example topographies of the ICs that were removed?
processing	Filtering	Indicate type of filtering		indicate_type_of_filtering	indicate_type_of_filtering	1				Does the paper specify the type of filtering applied?
processing	Filtering	Indicate filter parameters	frequency cut-off	frequency_cut-off	frequency_cut-off	1				Does the paper specify filter frequency cut-offs?
processing	Filtering	Indicate filter parameters	roll-off rate/slope	roll-off_rate/slope	roll-off_rate/slope	1				Does the paper specify the filter roll-off rate/slope?
processing	Filtering	Indicate filter parameters	others	others	others	1
processing	Re-referencing (for EEG)	Report the digital reference and how this was computed		report_the_digital_reference_and_how_this_was_computed	report_the_digital_reference_and_how_this_was_computed	1				(For re-referencing) Does the paper report the digital reference and how this was computed
processing	Re-referencing (for EEG)	Justify choice of the re-reference scheme		justify_choice_of_the_re-reference_scheme	justify_choice_of_the_re-reference_scheme	1				(For re-referencing) Does the paper justify choice of the re-reference scheme
processing	Source modelling	Method of co-registration of measurement sensors to structural MRI scan of the participant’s head or MRI template (for EEG in particular)		method_of_co-registration_of_measurement_sensors_to_structural_mri_scan_of_the_participant’s_head_or_mri_template_(for_eeg_in_particular)	method_of_co-registration_of_measurement_sensors_to_structural_mri_scan_of_the_participant’s_head_or_mri_template_(for_eeg_in_particular)	1				(For source modeling) Does the paper describe the method of co-registration of measurement sensors to structural MRI scan of the participant’s head or MRI template (for EEG in particular)?
processing	Source modelling	Volume conductor model (e.g., BEM/FEM)		volume_conductor_model_(e.g.,_bem/fem)	volume_conductor_model_(e.g.,_bem/fem)	1				(For source modeling) Does the paper describe the volume conductor model applied (e.g., BEM/FEM)?
processing	Source modelling	Tissue conductivity values (for EEG)		tissue_conductivity_values_(for_eeg)	tissue_conductivity_values_(for_eeg)	1				(For source modeling, EEG) Does the paper report the tissue conductivity values?
processing	Source modelling	Source model details (e.g., dipole, distributed,dipole scanning)		source_model_details_(e.g.,_dipole,_distributed,dipole_scanning)	source_model_details_(e.g.,_dipole,_distributed,dipole_scanning)	1				(For source modeling) Does the paper describe the source model in sufficient detail (e.g., dipole, distributed,dipole scanning)?
processing	Source modelling	Report parameters used for source estimation (i.e., regularization of the data covariance matrix; constraints used for source model)		report_parameters_used_for_source_estimation_(i.e.,_regularization_of_the_data_covariance_matrix;_constraints_used_for_source_model)	report_parameters_used_for_source_estimation_(i.e.,_regularization_of_the_data_covariance_matrix;_constraints_used_for_source_model)	1				(For source modeling) Does the paper report parameters used for source estimation (i.e., regularization of the data covariance matrix; constraints used for source model)?
processing	Connectivity	Sensor or source space?		sensor_or_source_space?	sensor_or_source_space?	1				(For connectivity analysis) Does the paper specify whether analyses were performed in sensor or source space?
processing	Connectivity	Detail exact variables that have been analysed (which of the data was partialised, marginalised, or conditioned)		detail_exact_variables_that_have_been_analysed_(which_of_the_data_was_partialised,_marginalised,_or_conditioned)	detail_exact_variables_that_have_been_analysed_(which_of_the_data_was_partialised,_marginalised,_or_conditioned)	1				(For connectivity analysis) Does the paper provide sufficient detail on exact variables that have been analysed (which of the data was partialised, marginalised, or conditioned)?
processing	Connectivity	For model based approach, indicate model parameters		for_model_based_approach,_indicate_model_parameters	for_model_based_approach,_indicate_model_parameters	1				(For connectivity analysis, model based approach) Does the paper specify the model parameters?
processing	Connectivity	Specify metrics of coupling		specify_metrics_of_coupling	specify_metrics_of_coupling	1				(For connectivity analysis) Does the paper specify metrics of coupling?
