sub_section	preamble	question	details	field_type	choices	item_pref_label	visibility	item_order	include	mandatory	activity_pref_label	activity_order	unit	BIDS_file	BIDS_key	BIDS_key_for_unit	BIDS_status
Supplemental materials		Has this study resulted in any supplementary materials other than data and publications?	For example, visualization plots, tables, lists of stimuly, etc.	radio	preset:boolean	supplementary_materials_exists	1	19	1	1	study_id	1
Supplemental materials		Which supplementary materials are available publically?		radio_multiple	list of stimulus descriptions (e.g. list of objects shown in images) | stimuli | codes or files with the experimental task | other	supplementary_materials	supplementary_materials_exists == 1	20	1	1	study_id	1
Supplemental materials		Which other supplementary materials are available?		text		specify_supplementary	supplementary_materials_exists == 1 && supplementary_materials.includes(3)	21	1	1	study_id	1
Supplemental materials		Provide the link to the location of supplementary materials on the web.		text		supplementary_link	supplementary_materials_exists == 1	22	1	1	study_id	1
Licenses		Are any elements in the study currently covered by a license allowing for reuse?	For example, code used to run the study, data arising from the study	radio_multiple	code | data | other elements	licenses_exists	1	23	1	1	study_id	1
Licenses		License type for code. 	More info on licence types: https://bids-specification.readthedocs.io/en/stable/99-appendices/02-licenses.html 	radio	Public Domain | Open Data Commons Public Domain Dedication and License | Creative Commons Zero 1.0 Universal | Multiple | Other	code_license	licenses_exists.includes(0)	24	1	1	study_id	1		dataset_description.json	License
Licenses		Licence types for each code element, with name of element followed by license type, separated by semicolon and a space		text		code_license_multi	code_license == 3	25	1	1	study_id	1
Licenses		License type for code (other than listed)		text		code_license_other	code_license == 4	26	1	1	study_id	1
Licenses		License type for data.	More info on licence types: https://bids-specification.readthedocs.io/en/stable/99-appendices/02-licenses.html 	radio	Public Domain | Open Data Commons Public Domain Dedication and License | Creative Commons Zero 1.0 Universal | Multiple | Other	data_license	licenses_exists.includes(1)	27	1	1	study_id	1		dataset_description.json	License
Licenses		Licence types for each data element, with name of element followed by license type, separated by semicolon and a space		text		data_license_multi	data_license == 3	28	1	1	study_id	1
Licenses		License type for data (other than listed)		text		data_license_other	data_license == 4	29	1	1	study_id	1
Licenses		Name of each licensed study element followed by license type, with listed elements separated by semicolon and a space.	For example, derivatives, figures, slides, etc.	text		other_licenses	licenses_exists.includes(2)	30	1	1	study_id	1
Keywords		List keywords, separated by semicolons followed by space.		text		study_keywords	1	31	1	1	study_id	1
Funding		At the time of writing, does the project have financial support from a funding agency? 		radio	preset:boolean	study_funding_exists	1	32	1	1	study_id	1
Funding		If this project is being funded, please list grant numbers and funding agencies, separated by a semicolon and a space.		textarea		study_funding	study_funding_exists == 1	33	1	1	study_id	1		dataset_description.json	Funding
Ethical Approval		At the time of writing has the study been approved by an ethics committee?		radio	preset:boolean	study_ethics_exists	1	34	1	1	study_id	1
Ethical Approval		If the study has been aproved by an ethics comittee, list the approval ID and institution which granted it. If there are multiple approvals, separate them by semicolons followed by space.		text		study_ethics	study_ethics_exists == 1	35	1	1	study_id	1		dataset_description.json	EthicsApprovals
Acknowledgements		Do you have any acknowledgments to add in addition to authors or funding?		radio	preset:boolean	acknowledgements_exists	1	36	1	1	study_id	1
Acknowledgements		Acknowledgements		textarea		acknowledgements	acknowledgements_exists == 1	37	1	1	study_id	1		dataset_description.json	Acknowledgements
How to cite		Do you have any instructions on how you want this study to be cited or otherwise acknowledged?		radio	preset:boolean	citation_instructions_exists	1	38	1	1	study_id	1
How to cite		Citation instructions		textarea		citation_instructions	citation_instructions_exists == 1	39	1	1	study_id	1		dataset_description.json	HowToAcknowledge
