sub_section	preamble	question	details	field_type	choices	item_pref_label	visibility	item_order	include	mandatory	activity_pref_label	activity_order	unit	BIDS_status	BIDS_key_for_unit		BIDS_key_for_unit		BIDS_file	BIDS_key
Selection of channels for analysis	Please specify channel electrode choice in this section, inclusion and excusion criteria and channel montages analysed. 	How did you decide which channels would be included/excluded from analysis	e.g., 2. include exclusion of O2 after discovering loose caps cause faulty contacts over this region;  e.g., 3. select channels where sensory peaks are most cleanly detected (regardless of experimental condition), prior to comparing peaks across conditions e.g., 4. after viewing the ERP per condition, selection of channels showing largest difference in time regions of interest 	radio_multiple	a-priori selection of particular channels | a priori criteria for inclusion/exclusion | inclusion/exclusion decisions made after recording | all channels are used for measurement and analysis | other	channel_incl_excl_for_analysis	1	1	1	1	Channel choice	7							*_channels.tsv	description
Selection of channels for analysis		If you applied multiple decisions about channel inclusion/exclusion, describe the order you applied them here.		text		channel_incl_excl_order	channel_incl_excl_for_analysis.length > 1	16	1	1	Channel choice	7
Selection of channels for analysis		Did you reconstruct the signal from any missing/excluded/noisy channel(s)?		radio	preset:boolean	channel_reconstruction_exists	1	17	1	1	Channel choice	7
Selection of channels for analysis		In what cases was reconstruction applied?		radio	all data | subset of participants | subset of trials | subset of trials in a subset of participants	channel_reconstruction_cases	channel_reconstruction_exists == 1	18	1	1	Channel choice	7
Selection of channels for analysis		Explain your missing data reconstruction implemented for all participants and all trials	Data from all participants were experienced the same missing data, and the same reconstruction was applied to all recordings for all participants. e.g.,  'Due to an electrical fault in the amplifier, no signal was detected from T3, so T3 was reconstructed from the average of the two nearest electrodes',  	text		channel_reconstruction_all	channel_reconstruction_cases == 0	19	1	1	Channel choice	7
Selection of channels for analysis		Explain your missing data reconstruction for a subset of participants (including order of operations, if relevant)	Data from some recording sessions or some participants was reconstructed but not others. e.g., in one participant, electrode FP1 detatched and was replaced by the signal from FP2	text		channel_reconstruction_participants	channel_reconstruction_cases == 1	20	1	1	Channel choice	7
Selection of channels for analysis		Explain your missing data reconstruction for a subset of trials (including order of operations, if relevant)	Data from some some trials was reconstructed but not others. e.g., in 10% of trials electrode FP1 was noisy and was replaced by the signal from FP2. This problem affected 4 participants.	text		channel_reconstruction_trials	channel_reconstruction_cases == 2	21	1	1	Channel choice	7
Selection of channels for analysis		Explain your missing data reconstruction for a subset of trials in a subset of participants, including order of operations		text		channel_reconstruction_other	channel_reconstruction_cases == 3	22	1	1	Channel choice	7
Analysis montage	Please specify analysis montage in this section	How many different channel combinations (analysis montages) have you analysed?	e.g., if all analyses were performed on a single electrode montage >> 1	integer		analysis_montages	1	23	1	1	Channel choice	7
Analysis montage		Analysis montage 1: Number of channels included in the analysis		integer		analysis_montage_1_number	1	24	1	1	Channel choice	7
Analysis montage		Analysis montage 1: List all channel locations included in the analysis, separated by a semicolon and a space.		text	items drawn from acquisition	analysis_montage_1_channels	1	25	1	1	Channel choice	7
Analysis montage		Analysis montage 2: Number of channels included in the analysis	for later: here is where file upload would also be of major help	integer		analysis_montage_2_number	analysis_montages > 1	26	1	1	Channel choice	7
Analysis montage		Analysis montage 2: List all channel locations included in the analysis, separated by a semicolon and a space.		text	items drawn from acquisition	analysis_montage_2_channels	analysis_montages > 1	27	1	1	Channel choice	7
Analysis montage		Analysis montage 3: Number of channels included in the analysis		integer		analysis_montage_3_number	analysis_montages > 2	28	1	1	Channel choice	7
Analysis montage		Analysis montage 3: List all channel locations included in the analysis, separated by a semicolon and a space.		text	items drawn from acquisition	analysis_montage_3_channels	analysis_montages > 2	29	1	1	Channel choice	7
Analysis montage		Analysis montage 4: Number of channels included in the analysis		integer		analysis_montage_4_number	analysis_montages > 3	30	1	1	Channel choice	7
Analysis montage		Analysis montage 4: List all channel locations included in the analysis, separated by a semicolon and a space.		text	items drawn from acquisition	analysis_montage_4_channels	analysis_montages > 3	31	1	1	Channel choice	7
Analysis montage		Analysis montage 5: Number of channels included in the analysis		integer		analysis_montage_5_number	analysis_montages > 4	32	1	1	Channel choice	7
Analysis montage		Analysis montage 5: List all channel locations included in the analysis, separated by a semicolon and a space.		text	items drawn from acquisition	analysis_montage_5_channels	analysis_montages > 4	33	1	1	Channel choice	7
Analysis montage		Decribe your additional montages here in the following format: number of electrodes and then list of electrodes, separated by a comma and a space for each montage, and separate montages should be separated by a semicolon and a space.		text		analysis_montage_extra	analysis_montages > 5	34	1	1	Channel choice	7
