Audio stimuli: Further, the presence of contralateral ear masking stimulation, and its intensity, should be noted.			textarea		auditory_contralateral_masking	auditory_contralateral_masking	38	modality_used.includes(1)	1	1	1	Behavior	Auditory contralateral masking			0
Tactile stimuli: Stimulus type			radio_multiple	electrical | air puff | other	somatosensoty_type	somatosensoty_type	39	modality_used.includes(2)	1	1	1	Behavior	Somatosensory type			0
Tactile stimuli: Stimulus characteristics		For example, duration, frequency...	textarea		somatosensory_characteristics	somatosensory_characteristics	40	modality_used.includes(2)	1	1	1	Behavior	Somatosensory characteristics			0
Tactile stimuli: Location on the body with reference to anatomical landmarks		location on the body with reference to anatomical landmarks, and strength (ideally with respect to some sensory or motor threshold) should be reported. The distance between the site of peripheral stimulation and brain, and skin temperature are also important as they will affect response latency independent of the experimental manipulation.	textarea		somatosensory_location	somatosensory_location	41	modality_used.includes(2)	1	1	1	Behavior	Somatosensory location			0
Tactile stimuli: Was was the intensity of the stimulus? 		Ideally with respect to some sensory or motor threshold.	textarea		somatosensoty_intensity	somatosensoty_intensity	42	modality_used.includes(2)	1	1	1	Behavior	Somatosensoty intensity			0
Olfactory stimuli: Describe in detail any olfactory stimulation used.			textarea		olfactory	olfactory	43	modality_used.includes(3)			1
Describe in detail any other stimulation not involving auditory, visual or somatosensory stimuli			textarea		other_stimulation	other_stimulation	44	modality_used.includes(4)	1	1	1	Behavior	other stimulation			0
Enumerate the conditions and fully describe and reference each.		Consider using a shorthand name, for example, AUDSTIM, VISSTIM, to refer to each condition. Naming should reflect the distinction between instruction periods and actual stimuli.	textarea		condition	condition	45	1	1	1	1	Behavior	Task specification	Condition		0				1
Was there any practice session?			radio	preset:boolean	practice_sessions	practice_sessions	46	1	1	1	1	Behavior	Practice sessions			0
Were feedbacks provided to the participant?			radio	preset:boolean	feedbacks	feedbacks	47	1	1	1	1	Behavior	Behavioral performance	Feedbacks		0
How were participants' errors handled?			textarea		errors_handling	errors_handling	48	1	0	1	1	Behavior	Behavioral performance	Errors handling		0
What variables were recorded?			radio_multiple	button press | response time | others	variables_recorded	variables_recorded	49	1	1	1	1	Behavior	Behavioral performance	Variables recorded		0				3		yes	IMPORTANT TO DESCRIBE STUDIES OR FOR INCLUSION CRITERIA
Summaries of behavior sufficient to establish that subjects were performing the task as expected.		For example, correct response rates and/or response times, summarized over subjects (for example, mean, range and/or standard deviation)	textarea		summary_statistics	summary_statistics	50	1	0	1	1	Behavior	Behavioral performance	Summary statistics		0				3		yes	relevant for inclusion/exclusion criteria
