0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
TRUE,1,0,1,behavior,Behavior,Behavior,Task specification,Condition,,condition,condition,condition,,0,Enumerate the conditions and fully describe and reference each.,"Consider using a shorthand name, e.g. AUDSTIM, VISSTIM, to refer to each condition, to clarify the distinction between a specific modelled effect and a psychological construct. Naming should reflect the distinction between instruction periods and actual stimuli, and between single parameters and contrasts of parameters",char,,1,1,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Task specification,Instructions,,instructions,instructions,instructions,,0,Specify the instructions given to subjects for each condition,"Ideally copy the exact text. For resting ­state, be sure to indicate eyes­ closed, eyes­ open, any fixation. Describe if the subjects received any rewards during the task.",char,,1,2,,,,yes,FOR INCLUSION CRITIERIA
TRUE,1,0,1,behavior,Behavior,Behavior,Task specification,Stimuli,,stimuli,stimuli,stimuli,,0,Specifics of stimuli used in each run.," For example, the unique number of stimuli used, and whether/how stimuli were repeated over trials or conditions",char,,1,2,,,,yes,FOR INCLUSION CRITERIA
TRUE,1,0,1,behavior,Behavior,Behavior,Task specification,Randomization,,randomization,randomization,randomization,,0,Was the block or event ordering deterministic or randomized? ,,radio,deterministic | random | pseudorandom,1,3,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Task specification,Randomization,deterministic,deterministic,deterministic,deterministic,,0,Specify inter-trial distritbution and blocklength,,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Task specification,Randomization,pseudo-random,pseudo-random,pseudo-random,pseudo-random,,0,Describe how and the criteria used to constrain the orders/timings,,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Task specification,Stimulus presentation,,stimulus_presentation,stimulus presentation,stimulus presentation,,0,Specify the presentation hardware ,,radio,back projection | in­ room display | goggles,1,3,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Task specification,Response collection,,response_collection,response collection,response collection,,0,How were responses collected?,,radio,motor response (button boxes) |  motor response (other) |  other,1,3,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Task specification,Run order,,run_order,run order,run order,,0,Order in which tasks / runs are conducted ,,char,,1,2,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Counterbalance,,,counterbalance,counterbalance,counterbalance,,0,"Was the order of the stimuli counterbalanced (across runs, across participants)?",,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Visual,Apparent size,,apparent_size,apparent size,apparent size,,0,Stimuli apparent size,in degrees of visual angle,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Visual,Viewing distance,,viewing_distance,viewing distance,viewing distance,,0,Viewing distance,in meters,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Visual,clarity,,clarity,clarity,clarity,,0,"Clarity (i.e.,visual contrast, intensity, etc.)",,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Visual,color,,color,color,color,,0,Color,,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Visual,site of the stimulation,,site_of_the_stimulation,site of the stimulation,site of the stimulation,,0,site of the stimulation,,radio,monocular | binocular,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Visual,position in the visual field,,position_in_the_visual_field,position in the visual field,position in the visual field,,0,position in the visual field,,radio,full-field | hemifield | quadrant,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Visual,display device,,display_device,display device,display device,,0,Display device and method of projection (including refresh rate or response time of the monitors),,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Visual,visual other,,visual_other,visual other,visual other,,0,Note if differences in intensity or contrast between different stimulus conditions,,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Auditory,description,,description,description,description,,0,"Stimulus properties (e.g., frequency content, duration, onset/offset envelope, etc.)",,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Auditory,intensity,,intensity,intensity,intensity,,0,Intensity,"e.g., relative to the subject’s individual hearing threshold, or as Sound Pressure
Level [dB SPL]",char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Auditory,Ear of stimulation,,ear_of_stimulation,ear of stimulation,ear of stimulation,,0,Ear of stimulation,"e.g., ear inserts, panel speakers, etc.",char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Auditory,auditory type,,auditory_type,auditory type,auditory type,,0,"Type, manufacturer and model of the delivery device",,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Auditory,contralateral masking,,contralateral_masking,contralateral masking,contralateral masking,,0,"Further, the presence of contralateral ear masking stimulation, and its intensity,
should be noted.",,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Stimuli database,,,stimuli_database,stimuli database,stimuli database,,0,Stimuili database,,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,calibration procedure,,,calibration_procedure,calibration procedure,calibration procedure,,0,calibration procedure,"including software (type, version and operating
system) and hardware used, should also be described. Where relevant, the rationale
for selecting a specific parameter (e.g., contrast, harmonic content) should be
indicated. If features were determined individually for each participant, the criteria
and the psychophysical method used should be detailed.",char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Somatosensory,type,,type,type,type,,0,"Stimulus type (e.g., electrical, air puff)",,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Somatosensory,characteristics,,characteristics,characteristics,characteristics,,0,"Stimulus characteristics (e.g., duration, frequency)",,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Somatosensory,location on body,,location_on_body,location on body,location on body,,0,Location on the body with reference to anatomical landmarks,"location on the body with reference to anatomical landmarks, and
strength (ideally with respect to some sensory or motor threshold) should be
reported. The distance between the site of peripheral stimulation and brain, and skin
temperature are also important as they will affect response latency independent of
the experimental manipulation.",char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Somatosensory,somatosensoty intensity,,somatosensoty_intensity,somatosensoty intensity,somatosensoty intensity,,0,Was was the intensity of the stimulus? ,Ideally with respect to some sensory or motor threshold.,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,other stimulation,,,other_stimulation,other stimulation,other stimulation,,0,"Describe in detail any other stimulation not involving auditory, visual or somatosensory stimuli",,char,,1,,,,,,
TRUE,0,0,1,behavior,Behavior,Behavior,Practice sessions,,,practice_sessions,practice sessions,practice sessions,,0,,,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Behavioral performance,Feedbacks,,feedbacks,feedbacks,feedbacks,,0,Were feedbacks provided to the participant?,,boolean,,1,,,,,,
TRUE,0,0,1,behavior,Behavior,Behavior,Behavioral performance,Errors handling,,errors_handling,errors handling,errors handling,,0,,,char,,1,,,,,,
TRUE,1,0,1,behavior,Behavior,Behavior,Behavioral performance,Variables recorded,,variables_recorded,variables recorded,variables recorded,,0,What variables were recorded?,,char,button press | response time,1,3,,,,yes,IMPORTANT TO DESCRIBE STUDIES OR FOR INCLUSION CRITERIA
TRUE,0,0,1,behavior,Behavior,Behavior,Behavioral performance,Summary statistics,,summary_statistics,summary statistics,summary statistics,,0,,"Summaries of behavior sufficient to establish that subjects were performing the task as expected. For example, correct response rates and/or response times, summarized over subjects (e.g. mean, range and/or standard deviation)",char,,1,3,,,,yes,relevant for inclusion/exclusion criteria
