0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
TRUE,TRUE,1,1,1,0,experimental_design,Experimental Design,Design specifications,Design type,,,,design_type,,,0,What type of design was used?,,radio,block design | event related design | mixed,1,"NA
","NA
",2,,,,type_of_design,,destype,83.2,,,
TRUE,TRUE,1,1,0,1,experimental_design,Experimental Design,Design specifications,Condition and stimuli,,,,condition_and_stimuli,,,0,Clearly describe each condition and the stimuli used.,"Be sure to completely describe baseline (e.g. blank white/black screen, presence of fixation cross, or any other text), especially for resting ­state studies. When possible provide images or screen snapshots of the stimuli",char,,1,"NA
","NA
",,,,,,,,,,Y,RELEVANT TO DESCRIBE THE INCLUDED STUDIES
TRUE,TRUE,1,1,1,1,experimental_design,Experimental Design,Design specifications,Number experimental units,,,,number_experimental_units,,,0,Number of trials/blocks per run,"Specify per run, and if differing by subject, specify summary statistics (mean, range and/or standard deviation) of such counts",int,,1,"NA
","NA
",1,,,,number_of_experimental_units,,ntrials,50.9,,,
TRUE,TRUE,1,1,1,1,experimental_design,Experimental Design,Design specifications,Timing and duration,Block duration,,,block_duration,,,0,What was the duration of one block? (in seconds),,float,,1,"NA
","NA
",1,,,,length_of_blocks,,blocklength,58,,,
TRUE,TRUE,1,1,1,1,experimental_design,Experimental Design,Design specifications,Timing and duration,Trial duration,,,trial_duration,,,0,What was the duration of one trial? (in seconds),,float,,1,"NA
","NA
",1,,,,length_of_trials,,trialdur,60,,,
TRUE,TRUE,1,1,1,1,experimental_design,Experimental Design,Design specifications,Timing and duration,Intertrial interval type,,,intertrial_interval_type,,,0,"Provide the timing structure of the events in the task, whether a random / jittered pattern or a regular arrangement; any jittering of block onsets",,char,,1,"NA
","NA
",3,,,,,,ititype,65,,,
TRUE,TRUE,1,1,1,0,experimental_design,Experimental Design,Design specifications,Timing and duration,Intertrial interval range,,,intertrial_interval_range,,,0,What was the intertrial interval range?,,char,,1,"NA
","NA
",,,,,,,itirange,59,,,
TRUE,TRUE,1,0,1,0,experimental_design,Experimental Design,Design specifications,Timing and duration,Intertrial interval distribution,,,intertrial_interval_distribution,,,0,What was the intertrial interval distribution?,,,,1,"NA
","NA
",,,,,,,itidist,7,,,
TRUE,TRUE,1,1,0,1,experimental_design,Experimental Design,Design specifications,Length of the experiment,total scanning time,,,total_scanning_time,,,0,What was the total scanning time?,"Important to assess subject fatigue. If differing by subject, specify summary statistics (ean, range and/or standard deviation) ",float,,1,"NA
","NA
",1,,,,,,,,,MAYBE,IMPORTANT IF META-ANALYSIS ON SYNDROME WITH HIGH LEVEL OF FATIGUE. MIGHT BE CONSIDER AS EXCLUSION CRITERIA
TRUE,TRUE,1,1,1,1,experimental_design,Experimental Design,Design specifications,Length of the experiment,number of functional runs,,,number_of_functional_runs,,,0,How many runs were used?,,int,,1,"NA
","NA
",1,,,,number_of_imaging_runs,,nruns,68.9,,,
TRUE,TRUE,1,1,1,1,experimental_design,Experimental Design,Design specifications,Length of the experiment,duration of each run,,,duration_of_each_run,,,0,What was the duration of each imaging run in seconds?,,float,,1,"NA
","NA
",1,,,,length_of_runs,,,,,,
TRUE,TRUE,1,1,1,1,experimental_design,Experimental Design,Design specifications,Design optimization used,,,,design_optimization_used,,,0,Was the design efficiency optimized?,,boolean,,1,"NA
","NA
",,,,,optimization,,optmethod,5.9,,,
TRUE,TRUE,1,1,1,0,experimental_design,Experimental Design,Design specifications,Design optimization method,,,,design_optimization_method,,,0,What method was used for optimization?,,radio,,design_optimization_used,"NA
","NA
",,,,,optimization_method,,,,,,
TRUE,TRUE,1,1,1,1,experimental_design,Experimental Design,Design specifications,Presentation software,presentation software name,,,presentation_software_name,,,0,What was the software used for stimuli presentation?,,radio,Psychtoolbox | psychopy | e prime | presentation | cogent,1,"NA
","NA
",3,,,,,,taskprog,39,,Y,FOR DESCRIPTION
TRUE,TRUE,1,1,0,1,experimental_design,Experimental Design,Design specifications,Presentation software,presentation software version,,,presentation_software_version,,,0,What was the software version used for stimuli presentation?,,char,,1,"NA
","NA
",3,,,,,,,,,,
TRUE,TRUE,1,0,0,1,experimental_design,Experimental Design,Design specifications,Presentation software,operating system,,,operating_system,,,0,???????,,char,,1,"NA
","NA
",3,,,,,,,,,,
TRUE,TRUE,1,1,0,1,experimental_design,Experimental Design,Design specifications,Presentation software,URL to code,,,url_to_code,,,0,Specify the URL of the experiment code if possible,,char,,1,"NA
","NA
",3,,,,,,,,,,
TRUE,FALSE,1,1,0,1,experimental_design,Experimental Design,Task specification,Condition,,,,condition,,,0,Enumerate the conditions and fully describe and reference each.,"Consider using a shorthand name, e.g. AUDSTIM, VISSTIM, to refer to each condition, to clarify the distinction between a specific modelled effect and a psychological construct. Naming should reflect the distinction between instruction periods and actual stimuli, and between single parameters and contrasts of parameters",char,,1,"NA
","NA
",1,,,,,,,,,,
TRUE,TRUE,1,1,0,1,experimental_design,Experimental Design,Task specification,Instructions,,,,instructions,,,0,Specify the instructions given to subjects for each condition,"Ideally copy the exact text. For resting ­state, be sure to indicate eyes­ closed, eyes­ open, any fixation. Describe if the subjects received any rewards during the task, and state if there was a familiarization / training inside or outside the scanner",char,,1,"NA
","NA
",2,,,,,,,,,Y,FOR INCLUSION CRITIERIA
TRUE,TRUE,1,0,0,1,experimental_design,Experimental Design,Task specification,Stimuli,,,,stimuli,,,0,Specifics of stimuli used in each run.," For example, the unique number of stimuli used, and whether/how stimuli were repeated over trials or conditions",,,1,"NA
","NA
",2,,,,,,,,,Y,FOR INCLUSION CRITERIA
TRUE,TRUE,1,1,0,1,experimental_design,Experimental Design,Task specification,Randomization,,,,randomization,,,0,Was the block or event ordering deterministic or randomized? ,,radio,deterministic | random | pseudorandom,1,"NA
","NA
",3,,,,,,,,,,
TRUE,TRUE,1,1,0,1,experimental_design,Experimental Design,Task specification,Randomization,deterministic,,,deterministic,,,0,Specify inter-trial distritbution and blocklength,,char,,randomization == deterministic,"NA
","NA
",,,,,,,,,,,
TRUE,TRUE,1,1,0,1,experimental_design,Experimental Design,Task specification,Randomization,pseudo-random,,,pseudo-random,,,0,Describe how and the criteria used to constrain the orders/timings,,char,,randomization == pseudorandom,"NA
","NA
",,,,,,,,,,,
TRUE,TRUE,1,1,0,1,experimental_design,Experimental Design,Task specification,Stimulus presentation,,,,stimulus_presentation,,,0,Specify the presentation hardware ,,radio,back projection | in­ room display | goggles,1,"NA
","NA
",3,,,,,,,,,,
TRUE,TRUE,1,1,0,1,experimental_design,Experimental Design,Task specification,Response collection,,,,response_collection,,,0,How were responses collected?,,radio,button boxes,1,"NA
","NA
",3,,,,,,,,,,
TRUE,TRUE,1,1,0,1,experimental_design,Experimental Design,Task specification,Scanner syncrhonisation,,,,scanner_syncrhonisation,,,0,How was the equipment was synched to the scanner?,,radio,scanner TTL | manual synch ,1,"NA
","NA
",3,,,,,,,,,,
TRUE,TRUE,1,1,0,1,experimental_design,Experimental Design,Task specification,Run order,,,,run_order,,,0,Order in which tasks runs are conducted in the scanner,,char,,1,"NA
","NA
",2,scans.tsv,,,,,,,,,
TRUE,FALSE,1,,,0,experimental_design,Experimental Design,Power analysis,Power analysis used,,,,power_analysis_used,,,0,,,,,1,"NA
","NA
",,,,,,,,,,,
TRUE,TRUE,1,0,0,1,experimental_design,Experimental Design,Power analysis,Power analysis parameters,Effect size,,,effect_size,,,0,Effect size used for the power calculation (magnitude and standard deviation),,char,,power_analysis_used == 1,"NA
","NA
",,,,,,,,,,,
TRUE,TRUE,1,0,0,1,experimental_design,Experimental Design,Power analysis,Power analysis parameters,Outcome,,,outcome,,,0,The type of outcome used as the basis of power computations,,dropdown,signal in a pre­specified ROI | signal in a whole image voxelwise | signal in a whole image cluster­wise | signal in a whole image peak­wise,power_analysis_used == 2,"NA
","NA
",,,,,,,,,,Y,FOR INCLUSION/EXCLUSION CRITERIA
TRUE,TRUE,1,0,0,1,experimental_design,Experimental Design,Power analysis,Power analysis parameters,Source of predicted effect size,,,source_of_predicted_effect_size,,,0,Source of predicted effect size,previous literature with citation; pilot data with description,char,,power_analysis_used == 3,"NA
","NA
",,,,,,,,,,Y,IMPORTANT FOR ANALYSIS WITH SOFTWARE LIKE SDM
TRUE,TRUE,1,0,0,1,experimental_design,Experimental Design,Power analysis,Power analysis parameters,Significance level,,,significance_level,,,0,Significance level,uncorrected alpha 0.05 for an ROI | FWE­corrected alpha 0.05,dropdown,uncorrected alpha 0.05 for an ROI | FWE­corrected alpha 0.05,power_analysis_used == 4,"NA
","NA
",,,,,,,,,,,
TRUE,TRUE,1,0,0,1,experimental_design,Experimental Design,Power analysis,Power analysis parameters,Target power,,,target_power,,,0,Target power,,float,,power_analysis_used == 5,"NA
","NA
",,,,,,,,,,Y,IMPORTNAT FOR SUB-ANALYSIS (SEE CONA and SCARPAZZA 2019)
TRUE,TRUE,1,0,0,1,experimental_design,Experimental Design,Power analysis,Power analysis parameters,Other power analysis parameters,,,other_power_analysis_parameters,,,0,Any other parameters set (e.g. for spatial methods a brain volume and smoothness may be needed to be specified),,char,,power_analysis_used == 6,"NA
","NA
",,,,,,,,,,,
TRUE,FALSE,1,0,0,1,experimental_design,Experimental Design,Behavioral performance,Variables recorded,,,,variables_recorded,,,0,What variables were recorded?,,,button press | response time,1,"NA
","NA
",3,,,,,,,,,Y,IMPORTANT TO DESCRIBE STUDIES OR FOR INCLUSION CRITERIA
TRUE,TRUE,1,0,0,1,experimental_design,Experimental Design,Behavioral performance,Summary statistics,,,,summary_statistics,,,0,,"Summaries of behavior sufficient to establish that subjects were performing the task as expected. For example, correct response rates and/or response times, summarized over subjects (e.g. mean, range and/or standard deviation)",char,,1,"NA
","NA
",3,,,,,,,,,Y,relevant for inclusion/exclusion criteria
FALSE,FALSE,2,0,0,0,acquisition,Acquisition,Subject preparation,Mock scanning,Mock scanning used,,,mock_scanning_used,,,0,Was an MRI simulator used to acclimate subjects to scanner environment?,,boolean,,1,"NA
","NA
",,,,,,,,,,,
TRUE,TRUE,2,,,0,acquisition,Acquisition,Subject preparation,Mock scanning,Mock scanning description,,,mock_scanning_description,,,0,"Report type of mock scanner and protocol (i.e. duration, types of simulated scans, experiments)",,char,,mock_scanning_used == 1,"NA
","NA
",,,,,,,,,,,
TRUE,TRUE,2,0,0,1,acquisition,Acquisition,Subject preparation,Special accommodations,,,,special_accommodations,,,0,,"For example, for pediatric scanning, presence of parent/guardian in the room",char,,1,"NA
","NA
",,,,,,,,,,,
TRUE,TRUE,2,0,0,0,acquisition,Acquisition,Subject preparation,Experimenter personnel,,,,experimenter_personnel,,,0,How many experimenters interacted with the participants?,,int,,1,"NA
","NA
",,,,,,,,,,,
TRUE,FALSE,2,1,1,1,acquisition,Acquisition,MRI system description,Scanner,make,,,make,,,0,Manufacturer of MRI scanner,,radio,Siemens | Philips | General Electric,1,"NA
","NA
",2,*_<modality_label>.json,"InstitutionName, Manufacturer, InstitutionAddress, InstitutionalDepartmentName
",,scanner_make,,,,,Y,relevant for inclusion/exclusion criteria or sub-analysis
TRUE,TRUE,2,1,1,1,acquisition,Acquisition,MRI system description,Scanner,model,,,model,,,0,Model of MRI scanner,,char,,1,"NA
","NA
",2,*_<modality_label>.json,ManufacturersModelName,,scanner_model,,,,,Y,
TRUE,TRUE,2,1,1,1,acquisition,Acquisition,MRI system description,Scanner,field strength,,,field_strength,,,0,Field strength of MRI scanner (in Tesla),,float,,1,"NA
","NA
",2,*_<modality_label>.json,MagneticFieldStrength,,field_strength,,,,,Y,
TRUE,TRUE,2,1,0,1,acquisition,Acquisition,MRI system description,Coil,receive coil,,,receive_coil,,,0,What type of receive coil was used?,,radio,standard: receive coil | non-standard openfield,1,"NA
","NA
",2,*_<modality_label>.json,"ReceiveCoilName, ReceiveCoilActiveElements",,,,,,,,
TRUE,TRUE,2,0,0,0,acquisition,Acquisition,MRI system description,Coil,transmit coil,,,transmit_coil,,,0,,,,,1,"NA
","NA
",2,*_<modality_label>.json,MRTransmitCoilSequence,,,,,,,,
TRUE,TRUE,2,0,0,0,acquisition,Acquisition,MRI system description,Coil,gradient,,,gradient,,,0,,,,,1,"NA
","NA
",2,*_<modality_label>.json,GradientSetType,,,,,,,,
TRUE,TRUE,2,0,0,0,acquisition,Acquisition,MRI system description,Coil,other,,,other,,,0,,,,,1,"NA
","NA
",2,*_<modality_label>.json,"MatrixCoilMode, CoilCombinationMethod",,,,,,,,
TRUE,TRUE,2,0,0,0,acquisition,Acquisition,MRI system description,Significant hardware modifications,,,,significant_hardware_modifications,,,0,,"For example, special gradient inserts/sets",char,,1,"NA
","NA
",,,,,,,,,,,
TRUE,TRUE,2,0,0,0,acquisition,Acquisition,MRI system description,Software version,,,,software_version,,,0,,"Highly recommended when sharing vendor-specific protocols or exam cards, as version may be needed to correctly interpret that information",char,,1,"NA
","NA
",2,*_<modality_label>.json,SoftwareVersions,,,,,,,,
TRUE,FALSE,2,1,1,1,acquisition,Acquisition,MRI acquisition,Pulse sequence type,,,,pulse_sequence_type,,,0,Description of the pulse sequence used,,radio,Gradient echo | Spin echo | Mutliband gradient echo | MPRAGE | MP2RAGE | FLASH,1,"NA
","NA
",2,*_<modality_label>.json,PulseSequenceType,,pulse_sequence,,pulseseq,93.7,95,,
TRUE,FALSE,2,0,0,0,acquisition,Acquisition,,Pulse sequence details,,,,pulse_sequence_details,,,0,,,,,1,"NA
","NA
",2,*_<modality_label>.json,"PulseSequenceDetails, ScanningSequence, SequenceVariant, ScanOptions, SequenceName",,,,,,,,
TRUE,FALSE,2,1,0,1,acquisition,Acquisition,MRI acquisition,Imaging type,,,,imaging_type,,,0,What imaging type was used for this sequence?,,radio,echo planar | spiral | 3D,1,"NA
","NA
",2,,,,,,,,,,
TRUE,TRUE,2,1,0,1,acquisition,Acquisition,MRI acquisition,Imaging type,number of shots,,,number_of_shots,,,0,Number of shots for multishot imaging,,"int
",,1,"NA
","NA
",,,,,,,,,,,
TRUE,TRUE,2,1,0,1,acquisition,Acquisition,MRI acquisition,Imaging type,partial fourrier scheme,,,partial_fourrier_scheme,,,0,Partial Fourier scheme and reconstruction method if used,,char,,1,"NA
","NA
",,,,,,,,,,,
TRUE,TRUE,2,1,1,1,acquisition,Acquisition,MRI acquisition,Essential sequence and imaging parameters,All acquisitions,echo time,,echo_time,,,0,Specify the echo time (in milliseconds),,float,,1,"NA
","NA
",1,*_<modality_label>.json,EchoTime,,echo_time,,te,95.4,55,,
TRUE,TRUE,2,1,1,1,acquisition,Acquisition,MRI acquisition,Essential sequence and imaging parameters,All acquisitions,repetition time,,repetition_time,,,0,Specify the repetition time (in milliseconds),,float,,1,"NA
","NA
",1,*_<modality_label>.json,RepetitionTime,,repetition_time,,tr,98.8,55,,
TRUE,TRUE,2,1,1,1,acquisition,Acquisition,MRI acquisition,Essential sequence and imaging parameters,All acquisitions,flip angle,,flip_angle,,,0,Specify the flip angle (in degrees),,float,,1,"NA
","NA
",2,*_<modality_label>.json,FlipAngle,,flip_angle,,angle,70,42,,
TRUE,TRUE,2,1,1,1,acquisition,Acquisition,MRI acquisition,Essential sequence and imaging parameters,All acquisitions,voxel dimension,,voxel_dimension,,,0,Specify the voxel dimensions (in millimeters),,char,,1,"NA
","NA
",1,,,,,,voxdim,41.9,50,,
TRUE,TRUE,2,0,0,1,acquisition,Acquisition,MRI acquisition,Essential sequence and imaging parameters,All acquisitions,Acquisition time,,acquisition_time,,,0,,(duration of acquisition),float,,1,"NA
","NA
",1,,,,,,,,,,
TRUE,TRUE,2,0,0,1,acquisition,Acquisition,MRI acquisition,Essential sequence and imaging parameters,All acquisitions,Time per volume,,time_per_volume,,,0,,,float,,1,"NA
","NA
",1,,,,,,,,,,
TRUE,TRUE,2,1,1,1,acquisition,Acquisition,MRI acquisition,Essential sequence and imaging parameters,Functional MRI,number of volumes,,number_of_volumes,fMRI,,0,Specify the number of volumes,,int,,1,"NA
","NA
",1,,,,,,nbvol,50,,,
TRUE,TRUE,2,0,0,1,acquisition,Acquisition,MRI acquisition,Essential sequence and imaging parameters,Functional MRI,Sparse sampling delay,,sparse_sampling_delay,fMRI,,0,,(delay in TR) if used,float,,1,"NA
","NA
",1,*bold.json,"VolumeTiming, DelayTime",,,,,,,,
TRUE,TRUE,2,1,0,1,acquisition,Acquisition,MRI acquisition,Essential sequence and imaging parameters,Inversion recovery sequences,Inversion time,,inversion_time,,,0,Specify the inversion time (in milliseconds),,float,,1,"NA
","NA
",2,*_<modality_label>.json,InversionTime,,,,,,,,
TRUE,TRUE,2,0,0,1,acquisition,Acquisition,MRI acquisition,Essential sequence and imaging parameters,B0 field maps,Echo time difference,,echo_time_difference,,,0,,(dTE),float,,1,"NA
","NA
",1,*fmap.json,"EchoTime, EchoTime1 and EchoTime2, PhaseEncodingDirection and TotalReadoutTime, Units",,,,,,,,
TRUE,TRUE,2,0,0,1,acquisition,Acquisition,MRI acquisition,Essential sequence and imaging parameters,Diffusion MRI,Number of directions,,number_of_directions,DWI,,0,,,float,,1,"NA
","NA
",1,,,,,,,,,,
TRUE,TRUE,2,0,0,1,acquisition,Acquisition,MRI acquisition,Essential sequence and imaging parameters,Diffusion MRI,"Direction optimization, if used and type",,"direction_optimization,_if_used_and_type",DWI,,0,Was direction optimization used?,,boolean,,1,"NA
","NA
",3,,,,,,,,,,
TRUE,TRUE,2,0,0,1,acquisition,Acquisition,MRI acquisition,Essential sequence and imaging parameters,Diffusion MRI,B-values,,b-values,DWI,,0,,,float,,1,"NA
","NA
",1,,,,,,,,,,
